City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
119,Acari,PE,2021-03-28 20:18:33,-15.4311,-74.6158,80.71,58,14,11.54
120,Saint-Joseph,RE,2021-03-28 20:18:33,-21.3667,55.6167,77.0,83,0,6.91
121,Lata,PT,2021-03-28 20:18:33,40.1629,-8.3327,63.0,58,0,1.14
122,Nikolsk,RU,2021-03-28 20:18:33,53.7189,46.0712,27.0,92,100,9.57
123,Beringovskiy,RU,2021-03-28 20:18:34,63.05,179.3167,10.33,93,100,15.88
124,Lebu,CL,2021-03-28 20:18:34,-37.6167,-73.65,61.97,72,0,13.49
125,East London,ZA,2021-03-28 20:17:09,-33.0153,27.9116,66.16,73,100,11.95
126,Mar Del Plata,AR,2021-03-28 20:18:34,-38.0023,-57.5575,68.0,77,20,16.11
127,Carnarvon,AU,2021-03-28 20:18:34,-24.8667,113.6333,71.6,94,0,3.44
128,Arraial Do Cabo,BR,2021-03-28 20:18:35,-22.9661,-42.0278,86.0,78,0,9.22
129,Guerrero Negro,MX,2021-03-28 20:18:35,27.9769,-114.0611,82.04,18,26,8.41
130,Sioux Lookout,CA,2021-03-28 20:18:35,50.1001,-91.917,33.8,40,20,13.8
131,Gazojak,TM,2021-03-28 20:18:35,41.1875,61.4036,44.65,54,92,12.55
132,Pisco,PE,2021-03-28 20:18:36,-13.7,-76.2167,75.2,64,0,19.57
133,Soe,ID,2021-03-28 20:18:36,-9.8607,124.284,66.97,92,100,3.69
134,Banepa,NP,2021-03-28 20:18:36,27.6298,85.5214,55.4,76,20,3.44
135,Ocampo,MX,2021-03-28 20:18:36,21.65,-101.5,84.0,50,98,11.18
136,Cayenne,GF,2021-03-28 20:18:37,4.9333,-52.3333,82.4,74,75,12.66
137,Dikson,RU,2021-03-28 20:17:16,73.5069,80.5464,-25.04,100,96,6.93
138,Carutapera,BR,2021-03-28 20:18:37,-1.195,-46.02,80.11,83,85,7.38
139,Bosaso,SO,2021-03-28 20:18:37,11.2842,49.1816,78.69,67,6,2.35
140,Mayo,US,2021-03-28 20:18:38,38.8876,-76.5119,73.0,68,40,10.36
141,Izumo,JP,2021-03-28 20:18:38,35.3667,132.7667,48.2,93,20,8.05
142,Sao Joao Da Barra,BR,2021-03-28 20:18:38,-21.6403,-41.0511,86.0,66,20,6.91
143,Naze,JP,2021-03-28 20:18:38,28.3667,129.4833,63.21,83,38,5.39
144,Hasaki,JP,2021-03-28 20:18:39,35.7333,140.8333,60.8,94,75,11.5
145,Estreito,BR,2021-03-28 20:18:39,-5.7833,-43.25,83.01,77,64,1.5
146,Alexandria,EG,2021-03-28 20:18:39,31.2156,29.9553,59.0,55,40,11.5
147,Pavino,RU,2021-03-28 20:18:39,59.1139,46.1414,18.03,99,54,3.53
148,Laranjeiras Do Sul,BR,2021-03-28 20:18:40,-25.4078,-52.4161,71.58,92,15,4.05
149,Fairbanks,US,2021-03-28 20:18:40,64.8378,-147.7164,12.99,57,1,4.61
150,Kiruna,SE,2021-03-28 20:18:40,67.8557,20.2251,32.0,74,90,8.05
151,Cabo San Lucas,MX,2021-03-28 20:18:11,22.8909,-109.9124,81.0,29,40,10.36
152,Hithadhoo,MV,2021-03-28 20:18:40,-0.6,73.0833,80.15,83,100,30.65
153,Kuytun,RU,2021-03-28 20:18:41,54.3419,101.5036,15.17,97,100,2.33
154,Severo-Kurilsk,RU,2021-03-28 20:18:41,50.6789,156.125,25.48,78,8,12.73
155,Comodoro Rivadavia,AR,2021-03-28 20:16:25,-45.8667,-67.5,64.4,59,0,10.36
156,Kodiak,US,2021-03-28 20:15:09,57.79,-152.4072,39.2,33,20,3.44
157,Husavik,IS,2021-03-28 20:18:42,66.0449,-17.3389,32.0,59,40,11.5
158,Yaan,NG,2021-03-28 20:18:42,7.3833,8.5667,89.96,15,6,3.42
159,Alta Floresta,BR,2021-03-28 20:18:42,-9.8756,-56.0861,84.2,74,75,2.3
160,Point Pleasant,US,2021-03-28 20:14:18,40.0832,-74.0682,64.4,88,90,11.5
161,Puri,IN,2021-03-28 20:15:27,19.8,85.85,80.6,94,40,9.22
162,Buchanan,LR,2021-03-28 20:18:43,5.8808,-10.0467,78.8,94,75,5.35
163,Ribeira Brava,PT,2021-03-28 20:18:44,32.65,-17.0667,61.0,83,71,4.0
164,Ixtapa,MX,2021-03-28 20:18:44,20.7,-105.2,77.0,61,40,11.5
165,Amuntai,ID,2021-03-28 20:18:44,-2.4177,115.2494,74.43,97,100,1.41
166,Ponto Novo,BR,2021-03-28 20:18:45,-10.8628,-40.1336,91.09,18,94,8.28
167,Wanlaweyn,SO,2021-03-28 20:18:45,2.6185,44.8938,80.91,73,100,17.31
168,Cidreira,BR,2021-03-28 20:18:45,-30.1811,-50.2056,78.3,72,38,4.27
169,Denia,ES,2021-03-28 20:18:45,38.8408,0.1057,57.0,85,78,1.01
170,Bengkulu,ID,2021-03-28 20:18:45,-3.8004,102.2655,77.27,90,100,4.12
171,Namatanai,PG,2021-03-28 20:18:46,-3.6667,152.4333,78.8,80,78,8.37
172,Riyadh,SA,2021-03-28 20:14:12,24.6877,46.7219,64.4,19,0,9.22
173,Wattegama,LK,2021-03-28 20:18:46,6.7989,81.4808,73.58,80,100,1.12
174,Manokwari,ID,2021-03-28 20:18:46,-0.8667,134.0833,77.94,81,100,4.92
175,Deputatskiy,RU,2021-03-28 20:18:47,69.3,139.9,0.25,96,100,3.78
176,Svetlogorsk,BY,2021-03-28 20:18:47,52.6333,29.7333,38.97,96,100,9.51
177,Azua,DO,2021-03-28 20:18:47,18.4532,-70.7349,84.2,58,40,18.41
178,Keetmanshoop,NA,2021-03-28 20:18:47,-26.5833,18.1333,73.4,28,0,6.91
179,Lakes Entrance,AU,2021-03-28 20:18:48,-37.8811,147.981,55.99,86,32,1.01
180,Saldanha,ZA,2021-03-28 20:18:14,-33.0117,17.9442,68.0,49,100,5.75
181,Groningen,NL,2021-03-28 20:18:48,53.25,6.75,50.0,87,20,18.41
182,Kalemie,CD,2021-03-28 20:18:48,-5.9475,29.1947,70.79,81,80,1.99
183,Bathsheba,BB,2021-03-28 20:18:48,13.2167,-59.5167,78.8,69,40,20.71
184,Tawang,IN,2021-03-28 20:18:49,27.5833,91.8667,37.6,58,1,5.77
185,Wilmington,US,2021-03-28 20:18:06,34.2257,-77.9447,82.4,51,1,20.71
186,Noumea,NC,2021-03-28 20:18:49,-22.2763,166.4572,79.0,88,0,7.96
187,Whitianga,NZ,2021-03-28 20:18:49,-36.8333,175.7,68.0,91,100,8.99
188,Tura,IN,2021-03-28 20:18:50,25.5198,90.2201,72.54,21,0,4.12
189,Longyearbyen,SJ,2021-03-28 20:18:50,78.2186,15.6401,32.0,74,20,3.44
190,Asau,RO,2021-03-28 20:18:22,46.4333,26.4,36.0,63,97,2.75
191,Meulaboh,ID,2021-03-28 20:18:50,4.1363,96.1285,77.27,86,96,2.37
192,Zabol,AF,2021-03-28 20:18:50,32.25,67.25,58.86,28,0,10.92
193,Sangar,RU,2021-03-28 20:18:51,63.9242,127.4739,5.07,97,99,4.18
194,Constitucion,CL,2021-03-28 20:18:00,-35.3333,-72.4167,67.5,47,0,3.67
195,Aksarka,RU,2021-03-28 20:18:51,66.5606,67.7975,-16.26,99,66,5.17
196,Elizabeth City,US,2021-03-28 20:14:15,36.2946,-76.2511,84.0,57,1,14.97
197,Real,PH,2021-03-28 20:18:51,14.6625,121.6047,82.99,40,90,5.32
198,Valverde Del Camino,ES,2021-03-28 20:18:51,37.5751,-6.7543,63.0,59,100,5.01
199,Laguna,US,2021-03-28 20:18:52,38.421,-121.4238,77.0,27,1,10.36
200,Umm Lajj,SA,2021-03-28 20:18:52,25.0213,37.2685,72.64,55,12,19.33
201,Kushiro,JP,2021-03-28 20:18:52,42.975,144.3747,40.68,98,100,11.41
202,Khatanga,RU,2021-03-28 20:15:01,71.9667,102.5,-2.78,98,100,6.69
203,Bundaberg,AU,2021-03-28 20:18:52,-24.85,152.35,71.01,88,72,6.91
204,College,US,2021-03-28 20:18:53,64.8569,-147.8028,12.99,61,75,5.75
205,North Bend,US,2021-03-28 20:14:35,43.4065,-124.2243,48.2,87,90,14.97
206,Razam,IN,2021-03-28 20:18:53,18.4667,83.6667,75.97,88,0,0.13
207,Turbat,PK,2021-03-28 20:18:53,26.0023,63.044,80.46,47,77,1.95
208,Bud,US,2021-03-28 20:18:54,39.447,-86.1758,45.0,70,100,20.15
209,Anadyr,RU,2021-03-28 20:18:54,64.75,177.4833,14.0,79,90,22.37
210,Akim Swedru,GH,2021-03-28 20:18:54,5.8938,-1.0164,79.09,76,11,5.39
211,Port Blair,IN,2021-03-28 20:15:25,11.6667,92.75,80.91,75,35,3.2
212,Mandalgovi,MN,2021-03-28 20:18:54,45.7625,106.2708,28.81,32,0,7.92
213,Yeppoon,AU,2021-03-28 20:18:55,-23.1333,150.7333,71.6,83,9,6.91
214,Issoire,FR,2021-03-28 20:18:55,45.55,3.25,51.8,50,0,3.44
215,Colares,PT,2021-03-28 20:18:55,38.7992,-9.4469,64.99,63,0,6.91
216,Torrelavega,ES,2021-03-28 20:18:55,43.3494,-4.0479,59.0,79,0,1.99
217,Ashland,US,2021-03-28 20:18:56,40.8167,-82.2665,42.8,75,90,19.57
218,Caravelas,BR,2021-03-28 20:18:56,-17.7125,-39.2481,81.16,69,0,8.1
219,Kichmengskiy Gorodok,RU,2021-03-28 20:18:56,59.9816,45.7854,20.1,96,21,4.05
220,Hualmay,PE,2021-03-28 20:18:56,-11.0964,-77.6139,74.35,74,68,9.71
221,Praya,CV,2021-03-28 20:15:10,14.9215,-23.5087,69.8,68,40,23.02
222,Kruisfontein,ZA,2021-03-28 20:17:14,-34.0033,24.7314,64.0,72,100,5.01
223,Saint-Augustin,CA,2021-03-28 20:18:57,51.226,-58.6502,21.49,69,8,10.04
224,Northam,GB,2021-03-28 20:18:57,51.0333,-4.2167,50.0,92,29,21.99
225,Zainsk,RU,2021-03-28 20:18:57,55.3195,52.0694,30.2,47,0,4.47
226,Avera,US,2021-03-28 20:16:13,33.194,-82.5271,64.4,100,90,10.36
227,Vilyuysk,RU,2021-03-28 20:18:57,63.7553,121.6247,6.04,98,86,3.53
228,Lavrentiya,RU,2021-03-28 20:18:58,65.5833,-171.0,9.19,94,100,20.04
229,Dukat,RU,2021-03-28 20:18:58,62.55,155.55,-9.78,91,92,4.09
230,Geraldton,AU,2021-03-28 20:18:58,-28.7667,114.6,66.2,82,1,4.61
231,Port Elizabeth,ZA,2021-03-28 20:18:58,-33.918,25.5701,64.4,77,40,14.97
232,Palauig,PH,2021-03-28 20:18:59,15.435,119.9045,79.5,78,93,4.79
233,Campoverde,PE,2021-03-28 20:18:59,-8.4753,-74.8058,89.6,58,75,3.44
234,Axim,GH,2021-03-28 20:18:59,4.8699,-2.2405,79.7,85,4,6.51
235,Cheney,US,2021-03-28 20:18:59,47.4874,-117.5758,50.0,66,75,21.85
236,Ponta Do Sol,PT,2021-03-28 20:19:00,32.6667,-17.1,61.0,68,74,1.99
237,Nabire,ID,2021-03-28 20:19:00,-3.3667,135.4833,74.84,95,100,4.92
238,Ingham,US,2021-03-28 20:19:00,42.6,-84.3833,42.8,70,90,23.02
239,Sechura,PE,2021-03-28 20:19:00,-5.5569,-80.8222,81.66,55,80,14.43
240,Bossangoa,CF,2021-03-28 20:19:01,6.4926,17.4552,80.26,54,31,4.14
241,Ajdabiya,LY,2021-03-28 20:19:01,30.7554,20.2263,61.07,47,84,12.73
242,Neuquen,AR,2021-03-28 20:19:01,-38.9516,-68.0591,82.4,17,0,3.44
243,Vagur,FO,2021-03-28 20:19:02,61.4732,-6.8119,42.62,81,99,26.19
244,Darhan,MN,2021-03-28 20:19:02,49.4867,105.9228,30.33,38,25,6.2
245,Dabakala,CI,2021-03-28 20:19:02,8.3667,-4.4333,83.46,59,78,4.65
246,Ilulissat,GL,2021-03-28 20:19:02,69.2167,-51.1,-7.6,45,0,4.61
247,Goias,BR,2021-03-28 20:19:03,-15.5807,-49.6362,84.38,63,35,1.19
248,Fortuna,US,2021-03-28 20:19:03,40.5982,-124.1573,48.2,100,90,12.66
249,Praia Da Vitoria,PT,2021-03-28 20:19:03,38.7333,-27.0667,60.8,77,20,15.46
250,Phanat Nikhom,TH,2021-03-28 20:19:03,13.4458,101.1844,84.0,79,87,7.2
251,Dholka,IN,2021-03-28 20:19:04,22.7167,72.4667,84.2,23,9,4.61
252,Shitanjing,CN,2021-03-28 20:19:04,39.2342,106.3439,39.94,28,66,4.36
253,Zonguldak,TR,2021-03-28 20:19:04,41.25,31.8333,37.0,84,18,5.03
254,La Asuncion,VE,2021-03-28 20:14:57,11.0333,-63.8628,78.98,76,9,17.22
255,Novyy Urgal,RU,2021-03-28 20:19:04,51.0736,132.5642,27.61,90,100,3.85
256,Olga,RU,2021-03-28 20:19:05,43.7444,135.2892,35.28,96,100,11.1
257,Talnakh,RU,2021-03-28 20:19:05,69.4865,88.3972,-12.8,96,60,2.73
258,Camargo,MX,2021-03-28 20:19:05,27.6667,-105.1667,73.47,23,1,13.76
259,Saint-Georges,GD,2021-03-28 20:19:05,12.0564,-61.7485,80.6,78,75,18.41
260,Victoria,HK,2021-03-28 20:15:11,22.2855,114.1577,75.99,88,10,5.03
261,Bilibino,RU,2021-03-28 20:19:06,68.0546,166.4372,-21.6,93,58,2.8
262,Haines Junction,CA,2021-03-28 20:19:06,60.7522,-137.5108,23.0,28,9,10.36
263,Chino Valley,US,2021-03-28 20:19:06,34.7575,-112.4538,66.99,19,1,9.22
264,Port Moresby,PG,2021-03-28 20:19:07,-9.4431,147.1797,76.6,86,100,2.82
265,Coihaique,CL,2021-03-28 20:19:07,-45.5752,-72.0662,66.2,52,40,6.91
266,Sisimiut,GL,2021-03-28 20:19:07,66.9395,-53.6735,3.2,68,24,5.73
267,Muros,ES,2021-03-28 20:17:18,42.7762,-9.0603,59.0,62,0,7.05
268,Severomuysk,RU,2021-03-28 20:19:07,56.1481,113.4267,-6.18,73,15,1.12
269,Genhe,CN,2021-03-28 20:19:08,50.7833,121.5167,30.25,97,100,6.2
270,Paamiut,GL,2021-03-28 20:19:08,61.994,-49.6678,16.2,67,0,20.04
271,Okhotsk,RU,2021-03-28 20:19:08,59.3833,143.3,-3.23,97,55,6.31
272,Giyani,ZA,2021-03-28 20:19:08,-23.3025,30.7187,69.37,67,28,7.23
273,Vardo,NO,2021-03-28 20:18:21,70.3705,31.1107,30.2,86,20,13.8
274,Clyde River,CA,2021-03-28 20:19:09,70.4692,-68.5914,-4.0,84,90,8.05
275,Shimoda,JP,2021-03-28 20:19:09,34.6667,138.95,57.0,94,74,6.58
276,Saint-Francois,FR,2021-03-28 20:19:09,46.4154,3.9054,46.99,76,0,3.44
277,Madang,PG,2021-03-28 20:19:10,-5.2246,145.7966,75.74,91,100,4.0
278,Mana,GF,2021-03-28 20:19:10,5.6592,-53.7767,80.2,78,57,13.71
279,Upata,VE,2021-03-28 20:18:21,8.0086,-62.3989,85.14,47,96,7.02
280,Ahipara,NZ,2021-03-28 20:19:10,-35.1667,173.1667,67.14,92,60,6.62
281,San Patricio,US,2021-03-28 20:19:10,28.017,-97.5169,68.0,52,90,14.97
282,Loreto,MX,2021-03-28 20:19:11,22.2667,-101.9667,80.13,6,99,10.89
283,Salcedo,PH,2021-03-28 20:19:11,12.8105,121.4674,76.48,88,100,6.71
284,Belaya Gora,RU,2021-03-28 20:19:11,68.5333,146.4167,-13.79,100,78,3.78
285,Mount Isa,AU,2021-03-28 20:19:12,-20.7333,139.5,73.4,31,0,16.11
286,Cururupu,BR,2021-03-28 20:19:12,-1.8283,-44.8683,77.95,92,28,4.54
287,Linxia,CN,2021-03-28 20:19:12,35.6003,103.2064,43.36,30,6,2.95
288,Nkhotakota,MW,2021-03-28 20:19:12,-12.9274,34.2961,71.98,87,99,8.43
289,Tulum,MX,2021-03-28 20:16:46,20.2167,-87.4667,87.8,58,75,6.91
290,Sarh,TD,2021-03-28 20:19:13,9.1429,18.3923,89.6,19,0,4.41
291,Kalachinsk,RU,2021-03-28 20:19:13,55.0529,74.5751,29.12,97,100,7.38
292,Olafsvik,IS,2021-03-28 20:19:13,64.8945,-23.7142,26.65,84,100,19.01
293,Mahebourg,MU,2021-03-28 20:19:13,-20.4081,57.7,75.2,94,20,1.14
294,Urumqi,CN,2021-03-28 20:19:14,43.801,87.6005,50.0,81,90,2.24
