City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
147,Magistralnyy,RU,2021-03-28 19:24:39,56.1725,107.4458,24.73,97,100,3.62
148,Carnarvon,AU,2021-03-28 19:24:39,-24.8667,113.6333,73.4,94,0,2.28
149,Alvaraes,BR,2021-03-28 19:24:39,-3.2208,-64.8042,78.8,89,75,10.36
150,Palmer,US,2021-03-28 19:24:40,42.1584,-72.3287,53.01,100,90,3.44
151,Sur,OM,2021-03-28 19:24:40,22.5667,59.5289,83.79,39,100,7.87
152,Bundaberg,AU,2021-03-28 19:24:40,-24.85,152.35,71.01,88,52,8.05
153,Mount Gambier,AU,2021-03-28 19:21:02,-37.8333,140.7667,57.2,94,90,4.61
154,Bambous Virieux,MU,2021-03-28 19:24:40,-20.3428,57.7575,78.01,88,20,4.61
155,Saskylakh,RU,2021-03-28 19:24:04,71.9167,114.0833,-4.74,99,98,2.01
156,Cachira,CO,2021-03-28 19:24:41,7.741,-73.0483,84.2,58,40,3.47
157,Tuktoyaktuk,CA,2021-03-28 19:24:41,69.4541,-133.0374,-16.6,76,75,13.8
158,Labuhan,ID,2021-03-28 19:24:41,-6.8844,112.2051,78.08,88,100,4.29
159,Anton Lizardo,MX,2021-03-28 19:24:42,19.05,-95.9833,89.6,55,40,12.66
160,Kenai,US,2021-03-28 19:24:42,60.5544,-151.2583,23.0,63,75,4.03
161,Nouadhibou,MR,2021-03-28 19:24:42,20.931,-17.0347,68.0,73,0,20.71
162,Halifax,CA,2021-03-28 19:22:03,44.6453,-63.5724,34.0,75,90,13.8
163,Gardelegen,DE,2021-03-28 19:24:42,52.5252,11.3952,51.01,69,100,11.07
164,Quang Ngai,VN,2021-03-28 19:24:43,15.1167,108.8,71.38,91,43,5.26
165,Sibolga,ID,2021-03-28 19:24:43,1.7427,98.7792,76.86,88,100,2.44
166,Sao Filipe,CV,2021-03-28 19:20:27,14.8961,-24.4956,70.38,72,11,15.32
167,Gbarnga,LR,2021-03-28 19:24:43,6.9956,-9.4722,73.44,97,100,4.29
168,Cidreira,BR,2021-03-28 19:24:10,-30.1811,-50.2056,79.61,67,12,5.32
169,Aasiaat,GL,2021-03-28 19:24:43,68.7098,-52.8699,-15.2,77,9,10.02
170,Pacific Grove,US,2021-03-28 19:24:44,36.6177,-121.9166,73.0,59,1,5.75
171,Briancon,FR,2021-03-28 19:24:44,44.9,6.65,55.99,68,4,2.13
172,Beringovskiy,RU,2021-03-28 19:24:44,63.05,179.3167,9.48,94,100,16.53
173,Dwarka,IN,2021-03-28 19:24:44,22.2394,68.9678,79.02,73,55,14.38
174,Maltahohe,NA,2021-03-28 19:24:45,-24.8333,16.9833,72.36,20,0,12.93
175,Pitimbu,BR,2021-03-28 19:24:45,-7.4706,-34.8086,84.2,70,75,9.22
176,Yulara,AU,2021-03-28 19:24:45,-25.2406,130.9889,73.4,56,0,11.5
177,Novyy Urengoy,RU,2021-03-28 19:24:45,66.0833,76.6333,-6.05,100,88,8.99
178,Kalemie,CD,2021-03-28 19:24:46,-5.9475,29.1947,71.74,79,100,1.41
179,Tura,IN,2021-03-28 19:24:46,25.5198,90.2201,73.36,20,0,3.18
180,Martapura,ID,2021-03-28 19:22:19,-3.4167,114.85,78.8,100,75,1.14
181,Yellowknife,CA,2021-03-28 19:19:52,62.456,-114.3525,24.01,42,75,17.27
182,Cockburn Town,TC,2021-03-28 19:24:46,21.4612,-71.1419,80.6,65,40,18.41
183,Krasnyy Oktyabr,RU,2021-03-28 19:24:47,56.1167,38.8833,30.94,88,89,4.92
184,Mount Isa,AU,2021-03-28 19:20:25,-20.7333,139.5,75.2,31,0,16.11
185,Kahului,US,2021-03-28 19:24:21,20.8947,-156.47,75.2,64,40,20.71
186,Aykhal,RU,2021-03-28 19:24:47,66.0,111.5,12.9,99,99,5.39
187,Touros,BR,2021-03-28 19:24:47,-5.1989,-35.4608,86.0,66,40,12.66
188,Vestmannaeyjar,IS,2021-03-28 19:24:47,63.4427,-20.2734,33.8,69,40,8.05
189,Parintins,BR,2021-03-28 19:24:48,-2.6283,-56.7358,82.98,76,98,3.8
190,Mahebourg,MU,2021-03-28 19:24:48,-20.4081,57.7,77.0,88,20,4.61
191,Sao Joao Da Barra,BR,2021-03-28 19:23:31,-21.6403,-41.0511,86.0,66,20,6.91
192,Sorland,NO,2021-03-28 19:24:48,67.667,12.6934,41.0,65,0,17.27
193,Clyde River,CA,2021-03-28 19:24:48,70.4692,-68.5914,-4.0,84,20,10.36
194,Geraldton,AU,2021-03-28 19:24:49,-28.7667,114.6,68.0,77,0,1.14
195,Port Lincoln,AU,2021-03-28 19:24:37,-34.7333,135.8667,60.49,81,2,7.05
196,Kokkola,FI,2021-03-28 19:24:49,63.8385,23.1307,39.2,70,40,6.91
197,Tando Adam,PK,2021-03-28 19:24:49,25.7637,68.661,78.8,47,8,6.91
198,Loukhi,RU,2021-03-28 19:24:49,66.0764,33.0381,35.87,95,79,9.6
199,Yeniseysk,RU,2021-03-28 19:24:50,58.4497,92.1703,31.28,98,100,2.42
200,Trinidad,BO,2021-03-28 19:24:50,-14.8333,-64.9,77.0,83,75,6.91
201,Port Hueneme,US,2021-03-28 19:24:50,34.1478,-119.1951,77.0,45,1,11.5
202,Aguimes,ES,2021-03-28 19:24:50,27.9054,-15.4461,68.0,68,20,8.05
203,Ornes,NO,2021-03-28 19:22:13,66.8689,13.7078,42.8,56,0,18.41
204,Thompson,CA,2021-03-28 19:20:21,55.7435,-97.8558,28.4,43,75,6.91
205,Guerrero Negro,MX,2021-03-28 19:24:51,27.9769,-114.0611,80.17,18,7,6.46
206,Northam,GB,2021-03-28 19:24:51,51.0333,-4.2167,52.0,90,31,14.0
207,Asau,RO,2021-03-28 19:21:51,46.4333,26.4,37.99,58,99,2.55
208,Sao Francisco De Assis,BR,2021-03-28 19:24:51,-29.5503,-55.1311,74.93,56,45,11.65
209,Cascais,PT,2021-03-28 19:24:52,38.6979,-9.4215,68.0,55,0,3.44
210,Jijiga,ET,2021-03-28 19:24:52,9.35,42.8,65.86,47,95,7.67
211,Cabedelo,BR,2021-03-28 19:24:52,-6.9811,-34.8339,84.2,70,75,9.22
212,Yinchuan,CN,2021-03-28 19:24:52,38.4681,106.2731,46.0,12,1,6.2
213,Ribeira Grande,PT,2021-03-28 19:24:53,38.5167,-28.7,60.8,77,40,17.27
214,Constitucion,CL,2021-03-28 19:20:57,-35.3333,-72.4167,68.38,45,0,4.43
215,Dingle,PH,2021-03-28 19:24:53,10.9995,122.6711,76.33,88,100,6.08
216,Fairbanks,US,2021-03-28 19:21:36,64.8378,-147.7164,10.99,66,1,5.75
217,Poum,NC,2021-03-28 19:24:53,-20.2333,164.0167,79.18,78,8,6.89
218,Jalu,LY,2021-03-28 19:24:54,29.0331,21.5482,63.61,30,100,5.79
219,Klishkivtsi,UA,2021-03-28 19:24:54,48.4316,26.2623,39.99,86,16,11.5
220,Zapolyarnyy,RU,2021-03-28 19:24:54,69.4154,30.8136,35.6,80,20,6.91
221,Namibe,AO,2021-03-28 19:24:54,-15.1961,12.1522,74.03,74,42,9.57
222,Methoni,GR,2021-03-28 19:24:55,36.8197,21.7049,55.4,76,0,5.75
223,Kilindoni,TZ,2021-03-28 19:24:55,-7.9139,39.6668,82.98,72,90,7.29
224,Otane,NZ,2021-03-28 19:24:55,-39.8833,176.6333,64.0,82,100,3.0
225,Awjilah,LY,2021-03-28 19:24:55,29.1081,21.2869,64.09,30,100,7.11
226,Bandarban,BD,2021-03-28 19:24:56,22.1965,92.2262,71.02,73,83,2.26
227,Margate,GB,2021-03-28 19:24:56,51.3813,1.3862,50.0,70,94,5.99
228,Severo-Kurilsk,RU,2021-03-28 19:24:56,50.6789,156.125,25.25,78,10,13.71
229,Aksarka,RU,2021-03-28 19:24:29,66.5606,67.7975,-14.76,99,57,5.44
230,Hamilton,US,2021-03-28 19:23:00,39.1834,-84.5333,46.99,65,100,5.01
231,Raudeberg,NO,2021-03-28 19:24:56,61.9875,5.1352,44.01,80,96,25.23
232,Sheridan,US,2021-03-28 19:24:57,44.8333,-106.9173,64.0,19,20,12.66
233,Aksu,CN,2021-03-28 19:24:57,41.1231,80.2644,57.65,34,100,4.88
234,Olafsvik,IS,2021-03-28 19:22:45,64.8945,-23.7142,26.73,87,100,25.1
235,Guayape,HN,2021-03-28 19:24:57,14.7167,-86.8333,87.8,51,40,9.22
236,Bealanana,MG,2021-03-28 19:24:57,-14.55,48.7333,65.95,95,100,2.44
237,Tessalit,ML,2021-03-28 19:24:58,20.1986,1.0114,78.84,8,0,10.87
238,Agnibilekrou,CI,2021-03-28 19:24:58,7.1344,-3.2047,78.82,73,0,3.31
239,Robertsport,LR,2021-03-28 19:24:58,6.7533,-11.3686,80.53,83,58,7.92
240,Cam Ranh,VN,2021-03-28 19:24:58,11.9214,109.1591,73.4,94,0,3.44
241,Andijon,UZ,2021-03-28 19:24:59,40.7821,72.3442,50.0,100,100,8.01
242,Bikapur,IN,2021-03-28 19:24:59,26.6,82.1333,77.99,14,0,2.48
243,Zhigansk,RU,2021-03-28 19:24:59,66.7697,123.3711,-0.81,99,100,2.75
244,Betioky,MG,2021-03-28 19:24:59,-23.7167,44.3833,68.34,95,1,3.6
245,Neiafu,TO,2021-03-28 19:22:08,-18.65,-173.9833,80.6,83,40,8.05
246,Pokaran,IN,2021-03-28 19:23:02,26.9167,71.9167,85.98,15,2,19.91
247,Surt,LY,2021-03-28 19:25:00,31.2089,16.5887,61.61,59,100,12.77
248,Tautira,PF,2021-03-28 19:24:05,-17.7333,-149.15,84.2,65,20,2.3
249,Avera,US,2021-03-28 19:20:01,33.194,-82.5271,78.8,53,90,13.8
250,Okhotsk,RU,2021-03-28 19:25:00,59.3833,143.3,-2.02,98,65,6.89
251,Sal Rei,CV,2021-03-28 19:25:00,16.1833,-22.9167,69.8,68,40,23.02
252,Kodiak,US,2021-03-28 19:25:01,57.79,-152.4072,37.4,41,75,4.61
253,Gushikawa,JP,2021-03-28 19:22:01,26.3544,127.8686,71.6,94,90,2.75
254,Bordighera,IT,2021-03-28 19:25:01,43.7806,7.6645,57.2,82,40,4.34
255,Skjervoy,NO,2021-03-28 19:22:11,70.0311,20.9714,33.8,64,0,6.91
256,Port Blair,IN,2021-03-28 19:21:23,11.6667,92.75,81.32,74,43,2.24
257,Varnamo,SE,2021-03-28 19:21:15,57.186,14.04,43.0,95,100,8.01
258,Jian,CN,2021-03-28 19:25:01,27.1172,114.9793,69.55,80,52,2.35
259,Paamiut,GL,2021-03-28 19:25:02,61.994,-49.6678,16.97,65,0,21.61
260,Rio Bueno,CL,2021-03-28 19:25:10,-40.3167,-72.9667,73.4,46,0,11.5
261,Alice Springs,AU,2021-03-28 19:25:10,-23.7,133.8833,66.2,77,5,11.03
262,Antofagasta,CL,2021-03-28 19:20:20,-23.65,-70.4,68.0,56,0,12.66
263,Yar-Sale,RU,2021-03-28 19:25:10,66.8333,70.8333,-11.85,99,32,8.84
264,Alofi,NU,2021-03-28 19:25:11,-19.0595,-169.9187,80.6,89,4,12.66
265,Petropavlovsk-Kamchatskiy,RU,2021-03-28 19:25:11,53.0452,158.6483,21.2,42,100,2.24
266,Sorkjosen,NO,2021-03-28 19:25:11,69.8,20.9333,33.8,64,0,6.91
267,Maceio,BR,2021-03-28 19:23:55,-9.6658,-35.7353,78.8,83,75,9.22
268,Amapa,BR,2021-03-28 19:22:02,1.0,-52.0,77.14,96,100,4.09
269,Kailua,US,2021-03-28 19:23:35,21.4022,-157.7394,77.0,53,75,13.8
270,Panalingaan,PH,2021-03-28 19:25:12,8.7842,117.4231,78.1,83,58,4.52
271,Fort Nelson,CA,2021-03-28 19:24:39,58.8053,-122.7002,10.4,85,90,19.57
272,Bregenz,AT,2021-03-28 19:25:12,47.5031,9.7471,50.0,66,100,3.44
273,Sayyan,YE,2021-03-28 19:25:12,15.1718,44.3244,58.21,23,1,8.39
274,Glazov,RU,2021-03-28 19:25:12,58.1394,52.6584,20.95,95,33,4.63
275,Manadhoo,MV,2021-03-28 19:25:13,5.7667,73.3833,84.11,69,56,10.65
276,Broken Hill,AU,2021-03-28 19:25:13,-31.95,141.4333,57.2,58,0,8.05
277,Ganzhou,CN,2021-03-28 19:25:13,28.8184,115.4327,64.47,84,8,1.41
278,Marawi,PH,2021-03-28 19:25:13,7.9986,124.2928,77.0,90,95,4.0
279,Rawson,AR,2021-03-28 19:22:39,-43.3002,-65.1023,68.81,44,90,13.13
280,Ripiceni,RO,2021-03-28 19:25:14,47.95,27.1333,39.99,65,0,13.8
281,Murshidabad,IN,2021-03-28 19:25:14,24.1833,88.2667,79.02,23,0,5.7
282,Kavaratti,IN,2021-03-28 19:25:14,10.5669,72.642,83.77,72,100,5.61
283,Traverse City,US,2021-03-28 19:21:52,44.7631,-85.6206,37.4,87,90,17.27
284,Kavieng,PG,2021-03-28 19:24:59,-2.5744,150.7967,82.67,75,95,13.71
285,Yerbogachen,RU,2021-03-28 19:25:14,61.2767,108.0108,4.28,99,100,2.44
286,Kamaishi,JP,2021-03-28 19:25:15,39.2667,141.8833,52.56,99,100,10.78
287,Anjangaon,IN,2021-03-28 19:25:15,21.1631,77.3094,87.33,12,0,3.96
288,Ilulissat,GL,2021-03-28 19:25:15,69.2167,-51.1,-5.8,41,0,2.3
289,Ambovombe,MG,2021-03-28 19:25:02,-25.1667,46.0833,72.07,87,56,5.12
290,Rangapara,IN,2021-03-28 19:25:16,26.8167,92.65,68.83,21,0,3.42
291,Asfi,MA,2021-03-28 19:25:16,32.2994,-9.2372,62.31,73,9,29.19
292,Pisco,PE,2021-03-28 19:25:03,-13.7,-76.2167,77.0,57,0,16.11
293,Kargil,IN,2021-03-28 19:25:16,34.5667,76.1,34.11,87,91,7.29
294,Ituiutaba,BR,2021-03-28 19:25:16,-18.9689,-49.465,93.29,27,21,4.97
